naid,localId,seriesNaid,seriesLocalId,seriesTitle,containerId,title,workingStartDate,workingEndDate,workingDateLabel,datePrecision,dateBasis,chapter,selection,routing,accessStatus,accessRestrictionNote,useStatus,markerStatus,markerRecordGroup,markerOffice,markerSeries,markerSubseries,markerOaId,markerFolderId,objectId,pdfBytes,ocrCharacterCount,memosToPresident,memosToScowcroft,memosToPorter,memorandaOfConversation,meetingRecords,withdrawalSheets,economicSignalTotal,tradeSignals,financeSignals,summitsSignals,transitionSignals,controlsSignals,reviewTopics,reviewFocus,economicSubjectLeads,archivalLocator,catalogUrl,pdfUrl
509548195,CF01120-037,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Latin America [2],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–037, Subject/Country Files: Latin America [2].",https://catalog.archives.gov/id/509548195,
509548196,CF01120-038,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,Subject/Country Files: Maritime,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–038, Subject/Country Files: Maritime.",https://catalog.archives.gov/id/509548196,
509548198,CF01120-040,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,[Farrar Notebook [1]],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–040, [Farrar Notebook [1]].",https://catalog.archives.gov/id/509548198,
509548199,CF01120-041,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,[Farrar Notebook [2]],9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files,"Finding-aid lead retained because of functional trade or international-economic series. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–041, [Farrar Notebook [2]].",https://catalog.archives.gov/id/509548199,
509548200,CF01120-042,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,[Uruguay Round]: EC Bilateral,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–042, [Uruguay Round]: EC Bilateral.",https://catalog.archives.gov/id/509548200,
509548201,CF01120-043,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,[Uruguay Round]: Non-Agriculture Issues,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–043, [Uruguay Round]: Non-Agriculture Issues.",https://catalog.archives.gov/id/509548201,
509548202,CF01120-044,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,[Uruguay Round]: Market Access-Issue Objective,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–044, [Uruguay Round]: Market Access-Issue Objective.",https://catalog.archives.gov/id/509548202,
509548203,CF01120-045,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,[Uruguay Round]: U.S.-EC Service Package,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–045, [Uruguay Round]: U.S.-EC Service Package.",https://catalog.archives.gov/id/509548203,
509548204,CF01120-046,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,[Uruguay Round]: U.S.-EC Services Sector Summary,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–046, [Uruguay Round]: U.S.-EC Services Sector Summary.",https://catalog.archives.gov/id/509548204,
509548205,CF01120-047,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,[Uruguay Round]: EC Telcom,9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–047, [Uruguay Round]: EC Telcom.",https://catalog.archives.gov/id/509548205,
509548206,CF01120-048,506211263,GB-POD-014,Stephen P. Farrar Trade Files,CF01120,"[Uruguay Round]: Correspondence, Carla Hills",9999-12-31,9999-12-31,Date not established,unknown,Finding aid supplies no file-unit date,Trade Policy and Market Access,Consider,Volume XXX review,Restricted - Possibly,Records may be closed under exemptions of the Presidential Records Act (PRA) and the Freedom of Information Act (FOIA). Withdrawal sheets in processed folders will indicate specific restrictions.,Unrestricted,not online,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,White House Office of Policy Development | Stephen P. Farrar Trade Files | Trade policy,"Finding-aid lead retained because of functional trade or international-economic series, foreign-economic title terms. Review the folder document by document; the title does not establish document identity, selection value, or release completeness.",,"George H.W. Bush Library, Bush Presidential Records, White House Office of Policy Development, Stephen P. Farrar Trade Files, OA/ID CF01120–048, [Uruguay Round]: Correspondence, Carla Hills.",https://catalog.archives.gov/id/509548206,
